image_name,image_file,n_gt_boxes,n_pred_boxes,n_correct_matches,n_false_positives,n_false_negatives,avg_confidence,status,paper_score,recommendation,error_category,selector_type,top_n,dataset,model,total_errors
1312132815-0017-T,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo11\1312132815-0017-T.png,1,1,1,0,0,0.893,Perfect,10,Best for paper,Perfect Detection,detection_error,5,mp_idb_stages,yolo11,
1703121298-0010-G,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo11\1703121298-0010-G.png,2,2,2,0,0,0.885,Perfect,10,Best for paper,Perfect Detection,detection_error,5,mp_idb_stages,yolo11,
1704282807-0002-R,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo12\1704282807-0002-R.png,19,23,19,4,0,0.755,False positives (FP),3,Not recommended,False Positives (FP),detection_error,5,mp_idb_stages,yolo12,
1704282807-0002-R,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo12\1704282807-0002-R.png,19,23,19,4,0,0.755,False positives (FP),3,Not recommended,False Positives (FP),detection_error,5,mp_idb_stages,yolo12,
1701151546-0003-R,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo12\1701151546-0003-R.png,15,18,15,3,0,0.758,False positives (FP),3,Not recommended,False Positives (FP),detection_error,5,mp_idb_stages,yolo12,
1701151546-0003-R,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo12\1701151546-0003-R.png,15,18,15,3,0,0.758,False positives (FP),3,Not recommended,False Positives (FP),detection_error,5,mp_idb_stages,yolo12,
1405022890-0005-R,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo12\1405022890-0005-R.png,17,20,17,3,0,0.648,False positives (FP),3,Not recommended,False Positives (FP),detection_error,5,mp_idb_stages,yolo12,
1709041080-0024-R,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo12\1709041080-0024-R.png,2,0,0,0,2,0.0,Missing detections (FN),4,Not recommended,False Negatives (FN),detection_error,5,mp_idb_stages,yolo12,
1709041080-0024-R,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo12\1709041080-0024-R.png,2,0,0,0,2,0.0,Missing detections (FN),4,Not recommended,False Negatives (FN),detection_error,5,mp_idb_stages,yolo12,
1312132815-0015-S,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo12\1312132815-0015-S.png,2,1,1,0,1,0.873,Missing detections (FN),7,Good for paper,False Negatives (FN),detection_error,5,mp_idb_stages,yolo12,
1312132815-0015-S,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo12\1312132815-0015-S.png,2,1,1,0,1,0.873,Missing detections (FN),7,Good for paper,False Negatives (FN),detection_error,5,mp_idb_stages,yolo12,
1312132815-0009-G,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo12\1312132815-0009-G.png,1,0,0,0,1,0.0,Missing detections (FN),4,Not recommended,False Negatives (FN),detection_error,5,mp_idb_stages,yolo12,
1704282807-0016-R,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo12\1704282807-0016-R.png,29,30,24,6,5,0.714,Mixed (FP + FN),5,Challenging case,Mixed (FP + FN),detection_error,5,mp_idb_stages,yolo12,11.0
1704282807-0016-R,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo12\1704282807-0016-R.png,29,30,24,6,5,0.714,Mixed (FP + FN),5,Challenging case,Mixed (FP + FN),detection_error,5,mp_idb_stages,yolo12,11.0
1405022890-0003-R,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo12\1405022890-0003-R.png,24,28,22,6,2,0.703,Mixed (FP + FN),5,Challenging case,Mixed (FP + FN),detection_error,5,mp_idb_stages,yolo12,8.0
1405022890-0003-R,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo12\1405022890-0003-R.png,24,28,22,6,2,0.703,Mixed (FP + FN),5,Challenging case,Mixed (FP + FN),detection_error,5,mp_idb_stages,yolo12,8.0
1701151546-0007-R,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo12\1701151546-0007-R.png,27,31,26,5,1,0.693,Mixed (FP + FN),5,Challenging case,Mixed (FP + FN),detection_error,5,mp_idb_stages,yolo12,6.0
1707180816-0006-T,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo12\1707180816-0006-T.png,1,1,1,0,0,0.857,Perfect,10,Best for paper,Perfect Detection,detection_error,5,mp_idb_stages,yolo12,
1707180816-0006-T,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo12\1707180816-0006-T.png,1,1,1,0,0,0.857,Perfect,10,Best for paper,Perfect Detection,detection_error,5,mp_idb_stages,yolo12,
1707180816-0015-T,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo12\1707180816-0015-T.png,1,1,1,0,0,0.857,Perfect,10,Best for paper,Perfect Detection,detection_error,5,mp_idb_stages,yolo12,
1707180816-0015-T,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo12\1707180816-0015-T.png,1,1,1,0,0,0.857,Perfect,10,Best for paper,Perfect Detection,detection_error,5,mp_idb_stages,yolo12,
1312132815-0017-T,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo12\1312132815-0017-T.png,1,1,1,0,0,0.856,Perfect,10,Best for paper,Perfect Detection,detection_error,5,mp_idb_stages,yolo12,
