image_id,image_path,original_path,dataset,original_class,original_species,unified_class,unified_class_name,quality_score,original_size,processed_size,sharpness,contrast,brightness,dark_ratio,bright_ratio,unified_image_path
35462,images/kaggle_nih_infected_C184P145ThinF_IMG_20151203_104440_cell_42.jpg,data/raw/kaggle_nih/cell_images/Parasitized/C184P145ThinF_IMG_20151203_104440_cell_42.png,kaggle_nih,infected,unknown,4,Mixed_infection,80.0,142x172,640x640,1937.9940388607224,67.36566063767437,123.36726170979364,0.2250245660006551,0.0,images/Mixed_infection/kaggle_nih_Mixed_infection_035462.jpg
35463,images/kaggle_nih_infected_C92P53ThinF_IMG_20150821_151224_cell_211.jpg,data/raw/kaggle_nih/cell_images/Parasitized/C92P53ThinF_IMG_20150821_151224_cell_211.png,kaggle_nih,infected,unknown,4,Mixed_infection,80.0,175x160,640x640,1882.8804448163264,74.06140198151878,94.36682142857144,0.3758571428571428,0.0,images/Mixed_infection/kaggle_nih_Mixed_infection_035463.jpg
35464,images/kaggle_nih_infected_C66P27N_ThinF_IMG_20150818_163551_cell_184.jpg,data/raw/kaggle_nih/cell_images/Parasitized/C66P27N_ThinF_IMG_20150818_163551_cell_184.png,kaggle_nih,infected,unknown,4,Mixed_infection,80.0,127x166,640x640,2117.985379355576,73.69074275652471,102.82776776396926,0.3315624703538564,0.0,images/Mixed_infection/kaggle_nih_Mixed_infection_035464.jpg
35465,images/kaggle_nih_infected_C132P93ThinF_IMG_20151004_151701_cell_143.jpg,data/raw/kaggle_nih/cell_images/Parasitized/C132P93ThinF_IMG_20151004_151701_cell_143.png,kaggle_nih,infected,unknown,4,Mixed_infection,80.0,145x133,640x640,1998.93321045634,68.60090820939052,118.27119522945294,0.2470313715322789,0.0,images/Mixed_infection/kaggle_nih_Mixed_infection_035465.jpg
35466,images/kaggle_nih_infected_C159P120ThinF_IMG_20151115_190002_cell_232.jpg,data/raw/kaggle_nih/cell_images/Parasitized/C159P120ThinF_IMG_20151115_190002_cell_232.png,kaggle_nih,infected,unknown,4,Mixed_infection,80.0,124x133,640x640,2573.110920006549,73.66577215323198,121.57524860538444,0.2624909046810574,0.0,images/Mixed_infection/kaggle_nih_Mixed_infection_035466.jpg
35467,images/kaggle_nih_infected_C101P62ThinF_IMG_20150918_151149_cell_81.jpg,data/raw/kaggle_nih/cell_images/Parasitized/C101P62ThinF_IMG_20150918_151149_cell_81.png,kaggle_nih,infected,unknown,4,Mixed_infection,80.0,145x148,640x640,2619.9494873402828,75.30483040868397,100.58895619757688,0.3534016775396085,0.0,images/Mixed_infection/kaggle_nih_Mixed_infection_035467.jpg
35468,images/kaggle_nih_infected_C179P140ThinF_IMG_20151127_153436_cell_167.jpg,data/raw/kaggle_nih/cell_images/Parasitized/C179P140ThinF_IMG_20151127_153436_cell_167.png,kaggle_nih,infected,unknown,4,Mixed_infection,80.0,148x148,640x640,2084.522239343032,76.84544834527036,115.65152483564646,0.3032322863403944,0.0,images/Mixed_infection/kaggle_nih_Mixed_infection_035468.jpg
35469,images/kaggle_nih_infected_C101P62ThinF_IMG_20150918_151006_cell_71.jpg,data/raw/kaggle_nih/cell_images/Parasitized/C101P62ThinF_IMG_20150918_151006_cell_71.png,kaggle_nih,infected,unknown,4,Mixed_infection,80.0,139x133,640x640,2374.972033454545,71.76858423492962,126.96446151349598,0.237410071942446,0.0,images/Mixed_infection/kaggle_nih_Mixed_infection_035469.jpg
35470,images/kaggle_nih_infected_C121P82ThinF_IMG_20151002_134953_cell_71.jpg,data/raw/kaggle_nih/cell_images/Parasitized/C121P82ThinF_IMG_20151002_134953_cell_71.png,kaggle_nih,infected,unknown,4,Mixed_infection,80.0,94x82,640x640,2360.216250482384,62.41624347785287,103.84535547483136,0.25570835495589,0.0,images/Mixed_infection/kaggle_nih_Mixed_infection_035470.jpg
35471,images/kaggle_nih_infected_C129P90ThinF_IMG_20151004_134520_cell_118.jpg,data/raw/kaggle_nih/cell_images/Parasitized/C129P90ThinF_IMG_20151004_134520_cell_118.png,kaggle_nih,infected,unknown,4,Mixed_infection,80.0,139x142,640x640,2344.719215891724,73.93710417713687,125.89791265579086,0.2536731178437532,0.0,images/Mixed_infection/kaggle_nih_Mixed_infection_035471.jpg
35472,images/kaggle_nih_infected_C68P29N_ThinF_IMG_20150819_134112_cell_149.jpg,data/raw/kaggle_nih/cell_images/Parasitized/C68P29N_ThinF_IMG_20150819_134112_cell_149.png,kaggle_nih,infected,unknown,4,Mixed_infection,80.0,157x154,640x640,2023.0310159941585,76.49034050681004,109.87480354040864,0.3252130035569526,0.0,images/Mixed_infection/kaggle_nih_Mixed_infection_035472.jpg
35473,images/kaggle_nih_infected_C162P123ThinF_IMG_20151116_104342_cell_150.jpg,data/raw/kaggle_nih/cell_images/Parasitized/C162P123ThinF_IMG_20151116_104342_cell_150.png,kaggle_nih,infected,unknown,4,Mixed_infection,80.0,127x136,640x640,2507.1458958619687,73.3377283774854,121.98257295044002,0.2634900416859657,0.0,images/Mixed_infection/kaggle_nih_Mixed_infection_035473.jpg
35474,images/kaggle_nih_infected_C189P150ThinF_IMG_20151203_141406_cell_90.jpg,data/raw/kaggle_nih/cell_images/Parasitized/C189P150ThinF_IMG_20151203_141406_cell_90.png,kaggle_nih,infected,unknown,4,Mixed_infection,80.0,103x91,640x640,2131.90526996483,57.84054908334483,88.43731996159181,0.2871012482662968,0.0,images/Mixed_infection/kaggle_nih_Mixed_infection_035474.jpg
35475,images/kaggle_nih_infected_C136P97ThinF_IMG_20151005_142627_cell_4.jpg,data/raw/kaggle_nih/cell_images/Parasitized/C136P97ThinF_IMG_20151005_142627_cell_4.png,kaggle_nih,infected,unknown,4,Mixed_infection,80.0,127x139,640x640,2174.4336095878857,67.77451078425091,124.23797654789554,0.2272135047867218,0.0,images/Mixed_infection/kaggle_nih_Mixed_infection_035475.jpg
35476,images/kaggle_nih_infected_C80P41ThinF_IMG_20150817_110608_cell_140.jpg,data/raw/kaggle_nih/cell_images/Parasitized/C80P41ThinF_IMG_20150817_110608_cell_140.png,kaggle_nih,infected,unknown,4,Mixed_infection,80.0,127x109,640x640,2354.822312910008,69.49227538323166,115.92942281297408,0.260926099833851,0.0,images/Mixed_infection/kaggle_nih_Mixed_infection_035476.jpg
35477,images/kaggle_nih_infected_C80P41ThinF_IMG_20150817_111246_cell_136.jpg,data/raw/kaggle_nih/cell_images/Parasitized/C80P41ThinF_IMG_20150817_111246_cell_136.png,kaggle_nih,infected,unknown,4,Mixed_infection,80.0,121x112,640x640,2443.8389002941053,67.82118965884173,125.38127213695395,0.2229191263282172,0.0,images/Mixed_infection/kaggle_nih_Mixed_infection_035477.jpg
35478,images/kaggle_nih_infected_C59P20thinF_IMG_20150803_113051_cell_194.jpg,data/raw/kaggle_nih/cell_images/Parasitized/C59P20thinF_IMG_20150803_113051_cell_194.png,kaggle_nih,infected,unknown,4,Mixed_infection,80.0,133x127,640x640,2652.868446360557,59.2386218407434,94.60653602510212,0.2585992540406133,0.0,images/Mixed_infection/kaggle_nih_Mixed_infection_035478.jpg
35479,images/kaggle_nih_infected_C60P21thinF_IMG_20150804_113602_cell_125.jpg,data/raw/kaggle_nih/cell_images/Parasitized/C60P21thinF_IMG_20150804_113602_cell_125.png,kaggle_nih,infected,unknown,4,Mixed_infection,80.0,130x151,640x640,3102.0824739104924,80.4327313193717,116.42144676515538,0.3201732042791645,0.0,images/Mixed_infection/kaggle_nih_Mixed_infection_035479.jpg
35480,images/kaggle_nih_infected_C137P98ThinF_IMG_20151005_163218_cell_87.jpg,data/raw/kaggle_nih/cell_images/Parasitized/C137P98ThinF_IMG_20151005_163218_cell_87.png,kaggle_nih,infected,unknown,4,Mixed_infection,80.0,136x148,640x640,2046.2333028869605,71.45564844024253,127.05445151033386,0.2383247217806041,0.0,images/Mixed_infection/kaggle_nih_Mixed_infection_035480.jpg
35481,images/kaggle_nih_infected_C59P20thinF_IMG_20150803_113430_cell_49.jpg,data/raw/kaggle_nih/cell_images/Parasitized/C59P20thinF_IMG_20150803_113430_cell_49.png,kaggle_nih,infected,unknown,4,Mixed_infection,80.0,151x139,640x640,1646.759150888556,56.72893717252935,101.26223259802754,0.2298346753061127,0.0,images/Mixed_infection/kaggle_nih_Mixed_infection_035481.jpg
35482,images/kaggle_nih_infected_C74P35_ThinF_IMG_20150815_113951_cell_128.jpg,data/raw/kaggle_nih/cell_images/Parasitized/C74P35_ThinF_IMG_20150815_113951_cell_128.png,kaggle_nih,infected,unknown,4,Mixed_infection,80.0,139x133,640x640,2424.004002707453,77.59438996014758,122.7344620544166,0.2828474062854979,0.0,images/Mixed_infection/kaggle_nih_Mixed_infection_035482.jpg
35483,images/kaggle_nih_infected_C174P135NThinF_IMG_20151127_135311_cell_199.jpg,data/raw/kaggle_nih/cell_images/Parasitized/C174P135NThinF_IMG_20151127_135311_cell_199.png,kaggle_nih,infected,unknown,4,Mixed_infection,80.0,136x136,640x640,2273.252509821514,70.4077568924133,107.89478806228374,0.2898464532871972,0.0,images/Mixed_infection/kaggle_nih_Mixed_infection_035483.jpg
35484,images/kaggle_nih_infected_C59P20thinF_IMG_20150803_113430_cell_30.jpg,data/raw/kaggle_nih/cell_images/Parasitized/C59P20thinF_IMG_20150803_113430_cell_30.png,kaggle_nih,infected,unknown,4,Mixed_infection,80.0,127x142,640x640,1966.1083678317923,53.01413576237735,101.8320949317955,0.1863147388266607,0.0,images/Mixed_infection/kaggle_nih_Mixed_infection_035484.jpg
35485,images/kaggle_nih_infected_C99P60ThinF_IMG_20150918_141857_cell_29.jpg,data/raw/kaggle_nih/cell_images/Parasitized/C99P60ThinF_IMG_20150918_141857_cell_29.png,kaggle_nih,infected,unknown,4,Mixed_infection,80.0,130x121,640x640,2439.358979509192,75.77289921767537,112.70762873490146,0.3093452002542912,0.0,images/Mixed_infection/kaggle_nih_Mixed_infection_035485.jpg
35486,images/kaggle_nih_infected_C59P20thinF_IMG_20150803_113809_cell_24.jpg,data/raw/kaggle_nih/cell_images/Parasitized/C59P20thinF_IMG_20150803_113809_cell_24.png,kaggle_nih,infected,unknown,4,Mixed_infection,80.0,142x130,640x640,2274.178165304855,65.30223401366025,110.38607800650054,0.251895991332611,0.0,images/Mixed_infection/kaggle_nih_Mixed_infection_035486.jpg
35487,images/kaggle_nih_infected_C82P43ThinF_IMG_20150817_123500_cell_229.jpg,data/raw/kaggle_nih/cell_images/Parasitized/C82P43ThinF_IMG_20150817_123500_cell_229.png,kaggle_nih,infected,unknown,4,Mixed_infection,80.0,115x130,640x640,2526.4805821679847,80.25423489654466,124.39170568561872,0.2893645484949833,0.0,images/Mixed_infection/kaggle_nih_Mixed_infection_035487.jpg
35488,images/kaggle_nih_infected_C39P4thinF_original_IMG_20150622_114804_cell_36.jpg,data/raw/kaggle_nih/cell_images/Parasitized/C39P4thinF_original_IMG_20150622_114804_cell_36.png,kaggle_nih,infected,unknown,4,Mixed_infection,80.0,118x106,640x640,2152.007396014871,68.67150906101226,134.84777742244964,0.1981132075471698,0.0,images/Mixed_infection/kaggle_nih_Mixed_infection_035488.jpg
35489,images/kaggle_nih_infected_C54P15thinF_IMG_20150728_112832_cell_251.jpg,data/raw/kaggle_nih/cell_images/Parasitized/C54P15thinF_IMG_20150728_112832_cell_251.png,kaggle_nih,infected,unknown,4,Mixed_infection,80.0,133x130,640x640,2485.4667573803927,72.78057938129209,120.5157894736842,0.2628687102371312,0.0,images/Mixed_infection/kaggle_nih_Mixed_infection_035489.jpg
35490,images/kaggle_nih_infected_C101P62ThinF_IMG_20150918_151149_cell_79.jpg,data/raw/kaggle_nih/cell_images/Parasitized/C101P62ThinF_IMG_20150918_151149_cell_79.png,kaggle_nih,infected,unknown,4,Mixed_infection,80.0,148x115,640x640,3002.749148575464,81.57653399945093,98.65158636897768,0.3988836662749706,0.0,images/Mixed_infection/kaggle_nih_Mixed_infection_035490.jpg
35491,images/kaggle_nih_infected_C48P9thinF_IMG_20150721_161243_cell_152.jpg,data/raw/kaggle_nih/cell_images/Parasitized/C48P9thinF_IMG_20150721_161243_cell_152.png,kaggle_nih,infected,unknown,4,Mixed_infection,80.0,121x121,640x640,2727.713655213567,77.40094544322922,106.87036404617172,0.3407554128816337,0.0,images/Mixed_infection/kaggle_nih_Mixed_infection_035491.jpg
35492,images/kaggle_nih_infected_C183P144NThinF_IMG_20151201_223431_cell_109.jpg,data/raw/kaggle_nih/cell_images/Parasitized/C183P144NThinF_IMG_20151201_223431_cell_109.png,kaggle_nih,infected,unknown,4,Mixed_infection,80.0,139x136,640x640,2359.7308665051114,78.51961358433687,131.51264282691494,0.2607384680490901,0.0,images/Mixed_infection/kaggle_nih_Mixed_infection_035492.jpg
35493,images/kaggle_nih_infected_C68P29N_ThinF_IMG_20150819_134830_cell_44.jpg,data/raw/kaggle_nih/cell_images/Parasitized/C68P29N_ThinF_IMG_20150819_134830_cell_44.png,kaggle_nih,infected,unknown,4,Mixed_infection,80.0,112x130,640x640,1797.2543131443592,64.34814226467111,122.18447802197802,0.2142857142857142,0.0,images/Mixed_infection/kaggle_nih_Mixed_infection_035493.jpg
35494,images/kaggle_nih_infected_C180P141NThinF_IMG_20151201_163848_cell_160.jpg,data/raw/kaggle_nih/cell_images/Parasitized/C180P141NThinF_IMG_20151201_163848_cell_160.png,kaggle_nih,infected,unknown,4,Mixed_infection,80.0,121x136,640x640,2930.056127129217,80.37120212119476,122.19907632474478,0.3003767622751579,0.0,images/Mixed_infection/kaggle_nih_Mixed_infection_035494.jpg
35495,images/kaggle_nih_infected_C129P90ThinF_IMG_20151004_133329_cell_106.jpg,data/raw/kaggle_nih/cell_images/Parasitized/C129P90ThinF_IMG_20151004_133329_cell_106.png,kaggle_nih,infected,unknown,4,Mixed_infection,80.0,151x145,640x640,2141.260281654209,77.70421761286478,126.24745375656542,0.2728020095912308,0.0,images/Mixed_infection/kaggle_nih_Mixed_infection_035495.jpg
35496,images/kaggle_nih_infected_C59P20thinF_IMG_20150803_113051_cell_182.jpg,data/raw/kaggle_nih/cell_images/Parasitized/C59P20thinF_IMG_20150803_113051_cell_182.png,kaggle_nih,infected,unknown,4,Mixed_infection,80.0,139x136,640x640,2391.728406610302,59.32165153751156,100.41483283961068,0.24502750740584,0.0,images/Mixed_infection/kaggle_nih_Mixed_infection_035496.jpg
35497,images/kaggle_nih_infected_C182P143NThinF_IMG_20151201_172257_cell_183.jpg,data/raw/kaggle_nih/cell_images/Parasitized/C182P143NThinF_IMG_20151201_172257_cell_183.png,kaggle_nih,infected,unknown,4,Mixed_infection,80.0,106x130,640x640,2323.7375173838946,76.98754761841937,120.10718432510885,0.2902031930333817,0.0,images/Mixed_infection/kaggle_nih_Mixed_infection_035497.jpg
35498,images/kaggle_nih_infected_C68P29N_ThinF_IMG_20150819_134625_cell_29.jpg,data/raw/kaggle_nih/cell_images/Parasitized/C68P29N_ThinF_IMG_20150819_134625_cell_29.png,kaggle_nih,infected,unknown,4,Mixed_infection,80.0,82x82,640x640,2746.6307948549083,72.47033038719144,92.39991076740036,0.3801308744794765,0.0,images/Mixed_infection/kaggle_nih_Mixed_infection_035498.jpg
35499,images/kaggle_nih_infected_C174P135NThinF_IMG_20151127_135512_cell_180.jpg,data/raw/kaggle_nih/cell_images/Parasitized/C174P135NThinF_IMG_20151127_135512_cell_180.png,kaggle_nih,infected,unknown,4,Mixed_infection,80.0,133x142,640x640,2355.646002166037,70.78227212761784,97.56957534681774,0.3378693211902996,0.0,images/Mixed_infection/kaggle_nih_Mixed_infection_035499.jpg
35500,images/kaggle_nih_infected_C97P58ThinF_IMG_20150917_151551_cell_173.jpg,data/raw/kaggle_nih/cell_images/Parasitized/C97P58ThinF_IMG_20150917_151551_cell_173.png,kaggle_nih,infected,unknown,4,Mixed_infection,80.0,145x148,640x640,2354.1274857056496,72.66434222952248,126.59524697110903,0.2445013979496738,0.0,images/Mixed_infection/kaggle_nih_Mixed_infection_035500.jpg
35501,images/kaggle_nih_infected_C175P136NThinF_IMG_20151127_141428_cell_218.jpg,data/raw/kaggle_nih/cell_images/Parasitized/C175P136NThinF_IMG_20151127_141428_cell_218.png,kaggle_nih,infected,unknown,4,Mixed_infection,80.0,121x145,640x640,2360.747716338421,70.37991254276022,132.11900826446282,0.2157879737817042,0.0,images/Mixed_infection/kaggle_nih_Mixed_infection_035501.jpg
35502,images/kaggle_nih_infected_C97P58ThinF_IMG_20150917_151903_cell_15.jpg,data/raw/kaggle_nih/cell_images/Parasitized/C97P58ThinF_IMG_20150917_151903_cell_15.png,kaggle_nih,infected,unknown,4,Mixed_infection,80.0,127x136,640x640,2372.7182549711124,76.08291684350682,119.28184344603984,0.2848540991199629,0.0,images/Mixed_infection/kaggle_nih_Mixed_infection_035502.jpg
35503,images/kaggle_nih_infected_C97P58ThinF_IMG_20150917_151512_cell_173.jpg,data/raw/kaggle_nih/cell_images/Parasitized/C97P58ThinF_IMG_20150917_151512_cell_173.png,kaggle_nih,infected,unknown,4,Mixed_infection,80.0,139x133,640x640,2543.1411655391307,79.87575382335247,117.54200248823496,0.3144912641315519,0.0,images/Mixed_infection/kaggle_nih_Mixed_infection_035503.jpg
35504,images/kaggle_nih_infected_C130P91ThinF_IMG_20151004_135449_cell_131.jpg,data/raw/kaggle_nih/cell_images/Parasitized/C130P91ThinF_IMG_20151004_135449_cell_131.png,kaggle_nih,infected,unknown,4,Mixed_infection,80.0,166x142,640x640,2394.284150968014,85.6593764159495,103.24482436789413,0.4058628881724079,0.0,images/Mixed_infection/kaggle_nih_Mixed_infection_035504.jpg
35505,images/kaggle_nih_infected_C84P45ThinF_IMG_20150818_104849_cell_7.jpg,data/raw/kaggle_nih/cell_images/Parasitized/C84P45ThinF_IMG_20150818_104849_cell_7.png,kaggle_nih,infected,unknown,4,Mixed_infection,80.0,139x133,640x640,2241.003771694808,71.71696613738034,115.92064694109374,0.2734353870287229,0.0,images/Mixed_infection/kaggle_nih_Mixed_infection_035505.jpg
35506,images/kaggle_nih_infected_C186P147NThinF_IMG_20151203_150557_cell_185.jpg,data/raw/kaggle_nih/cell_images/Parasitized/C186P147NThinF_IMG_20151203_150557_cell_185.png,kaggle_nih,infected,unknown,4,Mixed_infection,80.0,127x115,640x640,2292.925275720646,69.90391074750333,102.8731941116056,0.3103731598767545,0.0,images/Mixed_infection/kaggle_nih_Mixed_infection_035506.jpg
35507,images/kaggle_nih_infected_C126P87ThinF_IMG_20151004_105342_cell_117.jpg,data/raw/kaggle_nih/cell_images/Parasitized/C126P87ThinF_IMG_20151004_105342_cell_117.png,kaggle_nih,infected,unknown,4,Mixed_infection,80.0,97x118,640x640,2289.6079153587475,62.97041303513491,60.87008561943037,0.4951074611217892,0.0,images/Mixed_infection/kaggle_nih_Mixed_infection_035507.jpg
35508,images/kaggle_nih_infected_C182P143NThinF_IMG_20151201_172524_cell_200.jpg,data/raw/kaggle_nih/cell_images/Parasitized/C182P143NThinF_IMG_20151201_172524_cell_200.png,kaggle_nih,infected,unknown,4,Mixed_infection,80.0,100x94,640x640,2661.811030828429,75.77966940748037,87.38329787234042,0.4267021276595745,0.0,images/Mixed_infection/kaggle_nih_Mixed_infection_035508.jpg
35509,images/kaggle_nih_infected_C84P45ThinF_IMG_20150818_101550_cell_102.jpg,data/raw/kaggle_nih/cell_images/Parasitized/C84P45ThinF_IMG_20150818_101550_cell_102.png,kaggle_nih,infected,unknown,4,Mixed_infection,80.0,121x124,640x640,1995.8097835023248,66.36950757757108,122.7943881631565,0.217941882164756,0.0,images/Mixed_infection/kaggle_nih_Mixed_infection_035509.jpg
35510,images/kaggle_nih_infected_C189P150ThinF_IMG_20151203_141719_cell_52.jpg,data/raw/kaggle_nih/cell_images/Parasitized/C189P150ThinF_IMG_20151203_141719_cell_52.png,kaggle_nih,infected,unknown,4,Mixed_infection,80.0,124x103,640x640,1822.1226504313431,64.09245076412311,97.927654243658,0.2940808017538365,0.0,images/Mixed_infection/kaggle_nih_Mixed_infection_035510.jpg
35511,images/kaggle_nih_infected_C137P98ThinF_IMG_20151005_163251_cell_61.jpg,data/raw/kaggle_nih/cell_images/Parasitized/C137P98ThinF_IMG_20151005_163251_cell_61.png,kaggle_nih,infected,unknown,4,Mixed_infection,80.0,130x133,640x640,2365.412374085992,71.91141590034876,125.39797570850205,0.2444765760555234,0.0,images/Mixed_infection/kaggle_nih_Mixed_infection_035511.jpg
35512,images/kaggle_nih_infected_C184P145ThinF_IMG_20151203_103114_cell_166.jpg,data/raw/kaggle_nih/cell_images/Parasitized/C184P145ThinF_IMG_20151203_103114_cell_166.png,kaggle_nih,infected,unknown,4,Mixed_infection,80.0,127x154,640x640,2036.8828599313465,63.368710944756806,118.43552510481643,0.2156662235402393,0.0,images/Mixed_infection/kaggle_nih_Mixed_infection_035512.jpg
35513,images/kaggle_nih_infected_C97P58ThinF_IMG_20150917_151437_cell_173.jpg,data/raw/kaggle_nih/cell_images/Parasitized/C97P58ThinF_IMG_20150917_151437_cell_173.png,kaggle_nih,infected,unknown,4,Mixed_infection,80.0,145x154,640x640,2286.284544919077,80.51360142146164,126.83546798029556,0.2849529780564263,0.0,images/Mixed_infection/kaggle_nih_Mixed_infection_035513.jpg
35514,images/kaggle_nih_infected_C130P91ThinF_IMG_20151004_142109_cell_141.jpg,data/raw/kaggle_nih/cell_images/Parasitized/C130P91ThinF_IMG_20151004_142109_cell_141.png,kaggle_nih,infected,unknown,4,Mixed_infection,80.0,136x169,640x640,2236.201964647027,76.70352643538315,117.0500783153498,0.2970762269404803,0.0,images/Mixed_infection/kaggle_nih_Mixed_infection_035514.jpg
35515,images/kaggle_nih_infected_C59P20thinF_IMG_20150803_112733_cell_222.jpg,data/raw/kaggle_nih/cell_images/Parasitized/C59P20thinF_IMG_20150803_112733_cell_222.png,kaggle_nih,infected,unknown,4,Mixed_infection,80.0,127x109,640x640,1937.6507269014876,65.04250328594286,93.56143899443762,0.3190059958101567,0.0,images/Mixed_infection/kaggle_nih_Mixed_infection_035515.jpg
35516,images/kaggle_nih_infected_C184P145ThinF_IMG_20151203_102405_cell_147.jpg,data/raw/kaggle_nih/cell_images/Parasitized/C184P145ThinF_IMG_20151203_102405_cell_147.png,kaggle_nih,infected,unknown,4,Mixed_infection,80.0,118x118,640x640,2383.5492026894303,63.9889664896097,120.8141338695777,0.2100689457052571,0.0,images/Mixed_infection/kaggle_nih_Mixed_infection_035516.jpg
35517,images/kaggle_nih_infected_C116P77ThinF_IMG_20150930_171448_cell_85.jpg,data/raw/kaggle_nih/cell_images/Parasitized/C116P77ThinF_IMG_20150930_171448_cell_85.png,kaggle_nih,infected,unknown,4,Mixed_infection,80.0,121x127,640x640,2219.820336725845,62.43797680873028,97.81694540248584,0.2738986139129303,0.0,images/Mixed_infection/kaggle_nih_Mixed_infection_035517.jpg
35518,images/kaggle_nih_infected_C39P4thinF_original_IMG_20150622_111206_cell_105.jpg,data/raw/kaggle_nih/cell_images/Parasitized/C39P4thinF_original_IMG_20150622_111206_cell_105.png,kaggle_nih,infected,unknown,4,Mixed_infection,80.0,139x136,640x640,2483.129276032014,81.85732211655512,109.07971857807873,0.3577020736352095,0.0,images/Mixed_infection/kaggle_nih_Mixed_infection_035518.jpg
35519,images/kaggle_nih_infected_C93P54ThinF_IMG_20150821_162641_cell_218.jpg,data/raw/kaggle_nih/cell_images/Parasitized/C93P54ThinF_IMG_20150821_162641_cell_218.png,kaggle_nih,infected,unknown,4,Mixed_infection,80.0,109x106,640x640,2921.337568338557,80.77032247877582,106.91786394322313,0.3590964168253419,0.0,images/Mixed_infection/kaggle_nih_Mixed_infection_035519.jpg
35520,images/kaggle_nih_infected_C132P93ThinF_IMG_20151004_151941_cell_27.jpg,data/raw/kaggle_nih/cell_images/Parasitized/C132P93ThinF_IMG_20151004_151941_cell_27.png,kaggle_nih,infected,unknown,4,Mixed_infection,80.0,127x121,640x640,2577.193697877321,68.18865549843034,106.06487928678337,0.2807314374959328,0.0,images/Mixed_infection/kaggle_nih_Mixed_infection_035520.jpg
35521,images/kaggle_nih_infected_C118P79ThinF_IMG_20151002_110834_cell_144.jpg,data/raw/kaggle_nih/cell_images/Parasitized/C118P79ThinF_IMG_20151002_110834_cell_144.png,kaggle_nih,infected,unknown,4,Mixed_infection,80.0,166x151,640x640,2213.940036960368,77.81812371288686,106.64533631213595,0.3436128620442033,0.0,images/Mixed_infection/kaggle_nih_Mixed_infection_035521.jpg
35522,images/kaggle_nih_infected_C176P137NThinF_IMG_20151201_121808_cell_133.jpg,data/raw/kaggle_nih/cell_images/Parasitized/C176P137NThinF_IMG_20151201_121808_cell_133.png,kaggle_nih,infected,unknown,4,Mixed_infection,80.0,115x127,640x640,2344.057660096568,76.56325390056001,121.77945908935295,0.2756590208832591,0.0,images/Mixed_infection/kaggle_nih_Mixed_infection_035522.jpg
35523,images/kaggle_nih_infected_C99P60ThinF_IMG_20150918_141857_cell_24.jpg,data/raw/kaggle_nih/cell_images/Parasitized/C99P60ThinF_IMG_20150918_141857_cell_24.png,kaggle_nih,infected,unknown,4,Mixed_infection,80.0,121x133,640x640,2292.804627736836,66.34817684305312,120.89560678555894,0.2263095755918722,0.0,images/Mixed_infection/kaggle_nih_Mixed_infection_035523.jpg
35524,images/kaggle_nih_infected_C185P146ThinF_IMG_20151203_110933_cell_231.jpg,data/raw/kaggle_nih/cell_images/Parasitized/C185P146ThinF_IMG_20151203_110933_cell_231.png,kaggle_nih,infected,unknown,4,Mixed_infection,80.0,133x103,640x640,2260.3600884866773,66.08053170515505,114.04460179575152,0.2463683480546025,0.0,images/Mixed_infection/kaggle_nih_Mixed_infection_035524.jpg
35525,images/kaggle_nih_infected_C91P52ThinF_IMG_20150821_125423_cell_6.jpg,data/raw/kaggle_nih/cell_images/Parasitized/C91P52ThinF_IMG_20150821_125423_cell_6.png,kaggle_nih,infected,unknown,4,Mixed_infection,80.0,154x148,640x640,2037.6906463750315,73.82256316997035,145.30949455949457,0.2032292032292032,0.0,images/Mixed_infection/kaggle_nih_Mixed_infection_035525.jpg
35526,images/kaggle_nih_infected_C182P143NThinF_IMG_20151201_172759_cell_6.jpg,data/raw/kaggle_nih/cell_images/Parasitized/C182P143NThinF_IMG_20151201_172759_cell_6.png,kaggle_nih,infected,unknown,4,Mixed_infection,80.0,118x118,640x640,2122.6284257974985,69.93946268097446,119.96610169491524,0.2514363688595231,0.0,images/Mixed_infection/kaggle_nih_Mixed_infection_035526.jpg
35527,images/kaggle_nih_infected_C81P42ThinF_IMG_20150817_120524_cell_185.jpg,data/raw/kaggle_nih/cell_images/Parasitized/C81P42ThinF_IMG_20150817_120524_cell_185.png,kaggle_nih,infected,unknown,4,Mixed_infection,80.0,142x163,640x640,1864.7277228902235,76.27718073413992,113.193726777845,0.3091246867709323,0.0,images/Mixed_infection/kaggle_nih_Mixed_infection_035527.jpg
35528,images/kaggle_nih_infected_C183P144NThinF_IMG_20151201_223208_cell_109.jpg,data/raw/kaggle_nih/cell_images/Parasitized/C183P144NThinF_IMG_20151201_223208_cell_109.png,kaggle_nih,infected,unknown,4,Mixed_infection,80.0,103x106,640x640,2760.2526276161275,74.11174310879191,129.66339989008975,0.242077303535446,0.0,images/Mixed_infection/kaggle_nih_Mixed_infection_035528.jpg
35529,images/kaggle_nih_infected_C189P150ThinF_IMG_20151203_140902_cell_116.jpg,data/raw/kaggle_nih/cell_images/Parasitized/C189P150ThinF_IMG_20151203_140902_cell_116.png,kaggle_nih,infected,unknown,4,Mixed_infection,80.0,94x88,640x640,2359.76537562105,56.725141440189496,111.85130560928434,0.1798839458413926,0.0,images/Mixed_infection/kaggle_nih_Mixed_infection_035529.jpg
