original_image,crop_filename,split,confidence,bbox_x1,bbox_y1,bbox_x2,bbox_y2,crop_x1,crop_y1,crop_x2,crop_y2,dataset_source,class_id
train/images/1701151546-0009-R.jpg,1701151546-0009-R_gt_crop_017.jpg,train,1.0,1877,743,1904,778,1826,696,1954,824,ground_truth,0
train/images/1701151546-0009-R.jpg,1701151546-0009-R_gt_crop_018.jpg,train,1.0,1832,740,1877,790,1790,701,1918,829,ground_truth,0
train/images/1701151546-0009-R.jpg,1701151546-0009-R_gt_crop_019.jpg,train,1.0,539,740,583,792,497,702,625,830,ground_truth,0
train/images/1701151546-0009-R.jpg,1701151546-0009-R_gt_crop_020.jpg,train,1.0,1677,394,1714,428,1631,347,1759,475,ground_truth,0
train/images/1701151546-0009-R.jpg,1701151546-0009-R_gt_crop_021.jpg,train,1.0,1658,344,1702,389,1616,302,1744,430,ground_truth,0
train/images/1701151546-0009-R.jpg,1701151546-0009-R_gt_crop_022.jpg,train,1.0,530,283,568,330,485,242,613,370,ground_truth,0
train/images/1704282807-0014-R.jpg,1704282807-0014-R_gt_crop_000.jpg,train,1.0,1671,1836,1727,1903,1635,1805,1763,1933,ground_truth,0
train/images/1704282807-0014-R.jpg,1704282807-0014-R_gt_crop_001.jpg,train,1.0,793,1831,867,1907,766,1805,894,1933,ground_truth,0
train/images/1704282807-0014-R.jpg,1704282807-0014-R_gt_crop_002.jpg,train,1.0,2061,1826,2122,1893,2027,1795,2155,1923,ground_truth,0
train/images/1704282807-0014-R.jpg,1704282807-0014-R_gt_crop_003.jpg,train,1.0,263,1767,332,1817,233,1728,361,1856,ground_truth,0
train/images/1704282807-0014-R.jpg,1704282807-0014-R_gt_crop_004.jpg,train,1.0,329,1695,383,1765,292,1666,420,1794,ground_truth,0
train/images/1704282807-0014-R.jpg,1704282807-0014-R_gt_crop_005.jpg,train,1.0,544,1650,594,1716,505,1619,633,1747,ground_truth,0
train/images/1704282807-0014-R.jpg,1704282807-0014-R_gt_crop_006.jpg,train,1.0,868,1560,932,1612,836,1522,964,1650,ground_truth,0
train/images/1704282807-0014-R.jpg,1704282807-0014-R_gt_crop_007.jpg,train,1.0,104,1524,174,1585,75,1490,203,1618,ground_truth,0
train/images/1704282807-0014-R.jpg,1704282807-0014-R_gt_crop_008.jpg,train,1.0,959,1473,1020,1527,925,1436,1053,1564,ground_truth,0
train/images/1704282807-0014-R.jpg,1704282807-0014-R_gt_crop_009.jpg,train,1.0,413,1365,483,1442,384,1339,512,1467,ground_truth,0
train/images/1704282807-0014-R.jpg,1704282807-0014-R_gt_crop_010.jpg,train,1.0,81,1252,143,1316,48,1220,176,1348,ground_truth,0
train/images/1704282807-0014-R.jpg,1704282807-0014-R_gt_crop_011.jpg,train,1.0,828,1040,878,1097,789,1004,917,1132,ground_truth,0
train/images/1704282807-0014-R.jpg,1704282807-0014-R_gt_crop_012.jpg,train,1.0,1986,884,2058,949,1958,852,2086,980,ground_truth,0
train/images/1704282807-0014-R.jpg,1704282807-0014-R_gt_crop_013.jpg,train,1.0,1663,829,1725,897,1630,799,1758,927,ground_truth,0
train/images/1704282807-0014-R.jpg,1704282807-0014-R_gt_crop_014.jpg,train,1.0,938,653,986,709,898,617,1026,745,ground_truth,0
train/images/1704282807-0014-R.jpg,1704282807-0014-R_gt_crop_015.jpg,train,1.0,2468,535,2527,600,2433,503,2561,631,ground_truth,0
train/images/1704282807-0014-R.jpg,1704282807-0014-R_gt_crop_016.jpg,train,1.0,2556,521,2588,559,2508,476,2592,604,ground_truth,0
train/images/1704282807-0014-R.jpg,1704282807-0014-R_gt_crop_017.jpg,train,1.0,1064,291,1135,363,1035,263,1163,391,ground_truth,0
train/images/1704282807-0014-R.jpg,1704282807-0014-R_gt_crop_018.jpg,train,1.0,2315,265,2369,319,2278,228,2406,356,ground_truth,0
train/images/1704282807-0014-R.jpg,1704282807-0014-R_gt_crop_019.jpg,train,1.0,399,263,487,352,379,243,507,371,ground_truth,0
train/images/1704282807-0014-R.jpg,1704282807-0014-R_gt_crop_020.jpg,train,1.0,45,213,122,287,19,186,147,314,ground_truth,0
train/images/1704282807-0014-R.jpg,1704282807-0014-R_gt_crop_021.jpg,train,1.0,2548,174,2589,211,2504,128,2592,256,ground_truth,0
train/images/1709041080-0017-R.jpg,1709041080-0017-R_gt_crop_000.jpg,train,1.0,1233,773,1357,887,1231,766,1359,894,ground_truth,0
train/images/1305121398-0013-S.jpg,1305121398-0013-S_gt_crop_000.jpg,train,1.0,1110,1145,1219,1260,1100,1138,1228,1266,ground_truth,0
train/images/1401063467-0012-S.jpg,1401063467-0012-S_gt_crop_000.jpg,train,1.0,1241,1101,1339,1205,1226,1089,1354,1217,ground_truth,0
train/images/1401080976-0001-T.jpg,1401080976-0001-T_gt_crop_000.jpg,train,1.0,1180,1112,1287,1218,1169,1101,1297,1229,ground_truth,0
train/images/1305121398-0004-R.jpg,1305121398-0004-R_gt_crop_000.jpg,train,1.0,1892,1374,1985,1451,1874,1348,2002,1476,ground_truth,0
train/images/1305121398-0004-R.jpg,1305121398-0004-R_gt_crop_001.jpg,train,1.0,813,1079,881,1151,783,1051,911,1179,ground_truth,0
train/images/1409171742-0005-R.jpg,1409171742-0005-R_gt_crop_000.jpg,train,1.0,1155,1304,1278,1404,1152,1290,1280,1418,ground_truth,0
train/images/1409171742-0005-R.jpg,1409171742-0005-R_gt_crop_001.jpg,train,1.0,1212,699,1354,823,1219,697,1347,825,ground_truth,0
train/images/1701151546-0005-R.jpg,1701151546-0005-R_gt_crop_000.jpg,train,1.0,729,1854,785,1909,693,1817,821,1944,ground_truth,0
train/images/1701151546-0005-R.jpg,1701151546-0005-R_gt_crop_001.jpg,train,1.0,1710,1837,1750,1871,1666,1790,1794,1918,ground_truth,0
train/images/1701151546-0005-R.jpg,1701151546-0005-R_gt_crop_002.jpg,train,1.0,41,1823,78,1860,0,1777,123,1905,ground_truth,0
train/images/1701151546-0005-R.jpg,1701151546-0005-R_gt_crop_003.jpg,train,1.0,1415,1758,1464,1812,1375,1721,1503,1849,ground_truth,0
train/images/1701151546-0005-R.jpg,1701151546-0005-R_gt_crop_004.jpg,train,1.0,1383,1711,1426,1770,1340,1676,1468,1804,ground_truth,0
train/images/1701151546-0005-R.jpg,1701151546-0005-R_gt_crop_005.jpg,train,1.0,687,1596,724,1636,641,1552,769,1680,ground_truth,0
train/images/1701151546-0005-R.jpg,1701151546-0005-R_gt_crop_006.jpg,train,1.0,1289,1590,1334,1637,1247,1549,1375,1677,ground_truth,0
train/images/1701151546-0005-R.jpg,1701151546-0005-R_gt_crop_007.jpg,train,1.0,1246,1584,1287,1624,1202,1540,1330,1668,ground_truth,0
train/images/1701151546-0005-R.jpg,1701151546-0005-R_gt_crop_008.jpg,train,1.0,1134,1549,1181,1599,1093,1510,1221,1638,ground_truth,0
train/images/1701151546-0005-R.jpg,1701151546-0005-R_gt_crop_009.jpg,train,1.0,371,1471,422,1523,332,1433,460,1561,ground_truth,0
train/images/1701151546-0005-R.jpg,1701151546-0005-R_gt_crop_010.jpg,train,1.0,578,1252,628,1306,539,1215,667,1343,ground_truth,0
train/images/1701151546-0005-R.jpg,1701151546-0005-R_gt_crop_011.jpg,train,1.0,1257,1175,1311,1219,1220,1133,1348,1261,ground_truth,0
train/images/1701151546-0005-R.jpg,1701151546-0005-R_gt_crop_012.jpg,train,1.0,2301,1094,2351,1141,2262,1053,2390,1181,ground_truth,0
train/images/1701151546-0005-R.jpg,1701151546-0005-R_gt_crop_013.jpg,train,1.0,2503,896,2543,933,2459,850,2587,978,ground_truth,0
train/images/1701151546-0005-R.jpg,1701151546-0005-R_gt_crop_014.jpg,train,1.0,515,750,557,800,472,711,600,839,ground_truth,0
train/images/1701151546-0005-R.jpg,1701151546-0005-R_gt_crop_015.jpg,train,1.0,1590,727,1628,764,1545,681,1673,809,ground_truth,0
train/images/1701151546-0005-R.jpg,1701151546-0005-R_gt_crop_016.jpg,train,1.0,547,581,588,619,503,536,631,664,ground_truth,0
train/images/1701151546-0005-R.jpg,1701151546-0005-R_gt_crop_017.jpg,train,1.0,666,548,712,591,625,505,753,633,ground_truth,0
train/images/1701151546-0005-R.jpg,1701151546-0005-R_gt_crop_018.jpg,train,1.0,431,485,469,521,386,439,514,567,ground_truth,0
train/images/1701151546-0005-R.jpg,1701151546-0005-R_gt_crop_019.jpg,train,1.0,421,438,462,470,377,390,505,518,ground_truth,0
train/images/1701151546-0005-R.jpg,1701151546-0005-R_gt_crop_020.jpg,train,1.0,1120,390,1168,437,1080,349,1208,477,ground_truth,0
train/images/1701151546-0005-R.jpg,1701151546-0005-R_gt_crop_021.jpg,train,1.0,108,362,140,401,60,317,188,445,ground_truth,0
train/images/1701151546-0005-R.jpg,1701151546-0005-R_gt_crop_022.jpg,train,1.0,1924,340,1966,383,1881,297,2009,425,ground_truth,0
train/images/1701151546-0005-R.jpg,1701151546-0005-R_gt_crop_023.jpg,train,1.0,61,317,105,351,19,270,147,398,ground_truth,0
train/images/1701151546-0005-R.jpg,1701151546-0005-R_gt_crop_024.jpg,train,1.0,2310,63,2352,105,2267,20,2395,148,ground_truth,0
train/images/1409171742-0010-R.jpg,1409171742-0010-R_gt_crop_000.jpg,train,1.0,1604,1414,1710,1516,1593,1401,1721,1529,ground_truth,0
train/images/1409171742-0010-R.jpg,1409171742-0010-R_gt_crop_001.jpg,train,1.0,622,1053,708,1147,601,1036,729,1164,ground_truth,0
train/images/1409171742-0010-R.jpg,1409171742-0010-R_gt_crop_002.jpg,train,1.0,941,956,1034,1055,923,941,1051,1069,ground_truth,0
train/images/1409171742-0010-R.jpg,1409171742-0010-R_gt_crop_003.jpg,train,1.0,759,956,866,1056,748,942,876,1070,ground_truth,0
train/images/1409171742-0010-R.jpg,1409171742-0010-R_gt_crop_004.jpg,train,1.0,1293,74,1391,168,1278,57,1406,185,ground_truth,0
train/images/1703121298-0005-R.jpg,1703121298-0005-R_gt_crop_000.jpg,train,1.0,1006,1515,1049,1554,963,1470,1091,1598,ground_truth,0
train/images/1709041080-0021-R_T.jpg,1709041080-0021-R_T_gt_crop_000.jpg,train,1.0,1433,700,1548,782,1426,677,1554,805,ground_truth,0
train/images/1709041080-0021-R_T.jpg,1709041080-0021-R_T_gt_crop_001.jpg,train,1.0,1775,677,1845,764,1746,656,1874,784,ground_truth,0
train/images/1709041080-0034-R.jpg,1709041080-0034-R_gt_crop_000.jpg,train,1.0,1278,315,1342,392,1246,289,1374,417,ground_truth,0
train/images/1307210661-0007-R.jpg,1307210661-0007-R_gt_crop_000.jpg,train,1.0,2265,1811,2345,1898,2241,1790,2369,1918,ground_truth,0
train/images/1307210661-0007-R.jpg,1307210661-0007-R_gt_crop_001.jpg,train,1.0,1708,1752,1788,1794,1684,1709,1812,1837,ground_truth,0
train/images/1307210661-0007-R.jpg,1307210661-0007-R_gt_crop_002.jpg,train,1.0,1925,1608,1989,1675,1893,1577,2021,1705,ground_truth,0
train/images/1307210661-0007-R.jpg,1307210661-0007-R_gt_crop_003.jpg,train,1.0,116,1577,180,1659,84,1554,212,1682,ground_truth,0
train/images/1307210661-0007-R.jpg,1307210661-0007-R_gt_crop_004.jpg,train,1.0,977,1508,1052,1575,950,1477,1078,1605,ground_truth,0
train/images/1307210661-0007-R.jpg,1307210661-0007-R_gt_crop_005.jpg,train,1.0,824,1457,897,1531,796,1430,924,1558,ground_truth,0
train/images/1307210661-0007-R.jpg,1307210661-0007-R_gt_crop_006.jpg,train,1.0,1550,1357,1599,1424,1510,1326,1638,1454,ground_truth,0
train/images/1307210661-0007-R.jpg,1307210661-0007-R_gt_crop_007.jpg,train,1.0,107,1279,173,1348,76,1249,204,1377,ground_truth,0
train/images/1307210661-0007-R.jpg,1307210661-0007-R_gt_crop_008.jpg,train,1.0,1836,1231,1900,1312,1804,1207,1932,1335,ground_truth,0
train/images/1307210661-0007-R.jpg,1307210661-0007-R_gt_crop_009.jpg,train,1.0,879,1229,981,1289,866,1195,994,1323,ground_truth,0
train/images/1307210661-0007-R.jpg,1307210661-0007-R_gt_crop_010.jpg,train,1.0,1378,1099,1466,1161,1358,1066,1486,1194,ground_truth,0
train/images/1307210661-0007-R.jpg,1307210661-0007-R_gt_crop_011.jpg,train,1.0,1508,1081,1557,1165,1468,1059,1596,1187,ground_truth,0
train/images/1307210661-0007-R.jpg,1307210661-0007-R_gt_crop_012.jpg,train,1.0,55,931,122,998,24,900,152,1028,ground_truth,0
train/images/1307210661-0007-R.jpg,1307210661-0007-R_gt_crop_013.jpg,train,1.0,2041,887,2105,952,2009,855,2137,983,ground_truth,0
train/images/1307210661-0007-R.jpg,1307210661-0007-R_gt_crop_014.jpg,train,1.0,914,854,982,916,884,821,1012,949,ground_truth,0
train/images/1307210661-0007-R.jpg,1307210661-0007-R_gt_crop_015.jpg,train,1.0,1347,832,1405,893,1312,798,1440,926,ground_truth,0
train/images/1307210661-0007-R.jpg,1307210661-0007-R_gt_crop_016.jpg,train,1.0,1291,820,1344,870,1253,781,1381,909,ground_truth,0
train/images/1307210661-0007-R.jpg,1307210661-0007-R_gt_crop_017.jpg,train,1.0,866,821,941,878,839,785,967,913,ground_truth,0
train/images/1307210661-0007-R.jpg,1307210661-0007-R_gt_crop_018.jpg,train,1.0,1649,803,1705,892,1613,783,1741,911,ground_truth,0
train/images/1307210661-0007-R.jpg,1307210661-0007-R_gt_crop_019.jpg,train,1.0,1967,788,2037,856,1938,758,2066,886,ground_truth,0
train/images/1307210661-0007-R.jpg,1307210661-0007-R_gt_crop_020.jpg,train,1.0,2290,617,2351,680,2256,584,2384,712,ground_truth,0
train/images/1307210661-0007-R.jpg,1307210661-0007-R_gt_crop_021.jpg,train,1.0,115,578,194,635,90,542,218,670,ground_truth,0
train/images/1307210661-0007-R.jpg,1307210661-0007-R_gt_crop_022.jpg,train,1.0,1152,494,1232,566,1128,466,1256,594,ground_truth,0
train/images/1307210661-0007-R.jpg,1307210661-0007-R_gt_crop_023.jpg,train,1.0,1845,470,1907,527,1812,434,1940,562,ground_truth,0
train/images/1307210661-0007-R.jpg,1307210661-0007-R_gt_crop_024.jpg,train,1.0,951,387,1000,449,911,354,1039,482,ground_truth,0
train/images/1307210661-0007-R.jpg,1307210661-0007-R_gt_crop_025.jpg,train,1.0,2256,373,2319,443,2223,344,2351,472,ground_truth,0
train/images/1307210661-0007-R.jpg,1307210661-0007-R_gt_crop_026.jpg,train,1.0,1032,358,1100,415,1002,322,1130,450,ground_truth,0
train/images/1307210661-0007-R.jpg,1307210661-0007-R_gt_crop_027.jpg,train,1.0,29,258,96,321,0,225,126,353,ground_truth,0
train/images/1307210661-0007-R.jpg,1307210661-0007-R_gt_crop_028.jpg,train,1.0,2315,249,2376,325,2281,223,2409,351,ground_truth,0
train/images/1307210661-0007-R.jpg,1307210661-0007-R_gt_crop_029.jpg,train,1.0,550,199,606,271,514,171,642,299,ground_truth,0
train/images/1307210661-0007-R.jpg,1307210661-0007-R_gt_crop_030.jpg,train,1.0,1183,97,1246,175,1150,72,1278,200,ground_truth,0
train/images/1312132815-0013-S.jpg,1312132815-0013-S_gt_crop_000.jpg,train,1.0,1201,1145,1309,1254,1191,1135,1319,1263,ground_truth,0
train/images/1401080976-0007-T.jpg,1401080976-0007-T_gt_crop_000.jpg,train,1.0,1118,831,1224,938,1107,820,1235,948,ground_truth,0
train/images/1409191647-0008-T.jpg,1409191647-0008-T_gt_crop_000.jpg,train,1.0,1086,890,1176,978,1067,870,1195,998,ground_truth,0
train/images/1701151546-0003-R.jpg,1701151546-0003-R_gt_crop_000.jpg,train,1.0,1806,1839,1832,1874,1755,1792,1883,1920,ground_truth,0
train/images/1701151546-0003-R.jpg,1701151546-0003-R_gt_crop_001.jpg,train,1.0,2451,1788,2496,1827,2409,1743,2537,1871,ground_truth,0
train/images/1701151546-0003-R.jpg,1701151546-0003-R_gt_crop_002.jpg,train,1.0,2406,1771,2455,1814,2366,1728,2494,1856,ground_truth,0
train/images/1701151546-0003-R.jpg,1701151546-0003-R_gt_crop_003.jpg,train,1.0,2119,1718,2162,1758,2076,1674,2204,1802,ground_truth,0
train/images/1701151546-0003-R.jpg,1701151546-0003-R_gt_crop_004.jpg,train,1.0,246,1474,299,1526,208,1436,336,1564,ground_truth,0
train/images/1701151546-0003-R.jpg,1701151546-0003-R_gt_crop_005.jpg,train,1.0,83,1074,124,1117,39,1031,167,1159,ground_truth,0
train/images/1701151546-0003-R.jpg,1701151546-0003-R_gt_crop_006.jpg,train,1.0,476,987,517,1024,432,941,560,1069,ground_truth,0
train/images/1701151546-0003-R.jpg,1701151546-0003-R_gt_crop_007.jpg,train,1.0,1317,968,1362,1019,1275,929,1403,1057,ground_truth,0
train/images/1701151546-0003-R.jpg,1701151546-0003-R_gt_crop_008.jpg,train,1.0,666,932,714,992,626,898,754,1026,ground_truth,0
train/images/1701151546-0003-R.jpg,1701151546-0003-R_gt_crop_009.jpg,train,1.0,1973,901,2028,947,1936,860,2064,988,ground_truth,0
train/images/1701151546-0003-R.jpg,1701151546-0003-R_gt_crop_010.jpg,train,1.0,1719,896,1770,947,1680,857,1808,985,ground_truth,0
train/images/1701151546-0003-R.jpg,1701151546-0003-R_gt_crop_011.jpg,train,1.0,1057,855,1089,885,1009,806,1137,934,ground_truth,0
train/images/1701151546-0003-R.jpg,1701151546-0003-R_gt_crop_012.jpg,train,1.0,62,466,105,505,19,421,147,549,ground_truth,0
train/images/1701151546-0003-R.jpg,1701151546-0003-R_gt_crop_013.jpg,train,1.0,471,18,509,55,426,0,554,100,ground_truth,0
train/images/1701151546-0003-R.jpg,1701151546-0003-R_gt_crop_014.jpg,train,1.0,1296,5,1343,44,1255,0,1383,88,ground_truth,0
train/images/1603223711-0006-G.jpg,1603223711-0006-G_gt_crop_000.jpg,train,1.0,1117,598,1296,685,1142,577,1270,705,ground_truth,0
train/images/1703121298-0011-R.jpg,1703121298-0011-R_gt_crop_000.jpg,train,1.0,737,768,878,926,743,783,871,911,ground_truth,0
train/images/1709041080-0024-R.jpg,1709041080-0024-R_gt_crop_000.jpg,train,1.0,1398,858,1497,967,1383,848,1511,976,ground_truth,0
train/images/1709041080-0024-R.jpg,1709041080-0024-R_gt_crop_001.jpg,train,1.0,1500,250,1591,334,1481,228,1609,356,ground_truth,0
train/images/1709041080-0030-S.jpg,1709041080-0030-S_gt_crop_000.jpg,train,1.0,1319,415,1494,577,1342,432,1470,560,ground_truth,0
train/images/1401063467-0002-T.jpg,1401063467-0002-T_gt_crop_000.jpg,train,1.0,1173,1039,1254,1128,1149,1019,1277,1147,ground_truth,0
train/images/1603223711-0005-G.jpg,1603223711-0005-G_gt_crop_000.jpg,train,1.0,1047,610,1224,704,1071,593,1199,721,ground_truth,0
train/images/1305121398-0017-R.jpg,1305121398-0017-R_gt_crop_000.jpg,train,1.0,1135,1086,1205,1155,1106,1056,1234,1184,ground_truth,0
train/images/1305121398-0016-S.jpg,1305121398-0016-S_gt_crop_000.jpg,train,1.0,1172,1128,1282,1242,1163,1121,1291,1249,ground_truth,0
train/images/1703121298-0008-G.jpg,1703121298-0008-G_gt_crop_000.jpg,train,1.0,1387,823,1567,1046,1413,870,1541,998,ground_truth,0
train/images/1709041080-0025-R_T.jpg,1709041080-0025-R_T_gt_crop_000.jpg,train,1.0,447,1469,531,1605,425,1473,553,1601,ground_truth,0
train/images/1709041080-0025-R_T.jpg,1709041080-0025-R_T_gt_crop_001.jpg,train,1.0,1037,701,1155,800,1032,686,1160,814,ground_truth,0
train/images/1709041080-0025-R_T.jpg,1709041080-0025-R_T_gt_crop_002.jpg,train,1.0,1234,613,1386,755,1246,620,1374,748,ground_truth,0
train/images/1709041080-0025-R_T.jpg,1709041080-0025-R_T_gt_crop_003.jpg,train,1.0,1530,556,1611,619,1506,523,1634,651,ground_truth,0
train/images/1703121298-0003-R.jpg,1703121298-0003-R_gt_crop_000.jpg,train,1.0,1212,1099,1263,1151,1173,1061,1301,1189,ground_truth,0
train/images/1307210661-0006-R.jpg,1307210661-0006-R_gt_crop_000.jpg,train,1.0,762,1832,821,1895,727,1799,855,1927,ground_truth,0
train/images/1307210661-0006-R.jpg,1307210661-0006-R_gt_crop_001.jpg,train,1.0,594,1776,666,1848,566,1748,694,1876,ground_truth,0
train/images/1307210661-0006-R.jpg,1307210661-0006-R_gt_crop_002.jpg,train,1.0,1817,1772,1882,1852,1785,1748,1913,1876,ground_truth,0
train/images/1307210661-0006-R.jpg,1307210661-0006-R_gt_crop_003.jpg,train,1.0,172,1763,246,1836,145,1735,273,1863,ground_truth,0
train/images/1307210661-0006-R.jpg,1307210661-0006-R_gt_crop_004.jpg,train,1.0,1945,1727,2024,1808,1920,1703,2048,1831,ground_truth,0
train/images/1307210661-0006-R.jpg,1307210661-0006-R_gt_crop_005.jpg,train,1.0,2218,1632,2297,1694,2193,1599,2321,1727,ground_truth,0
train/images/1307210661-0006-R.jpg,1307210661-0006-R_gt_crop_006.jpg,train,1.0,1349,1388,1418,1453,1319,1356,1447,1484,ground_truth,0
train/images/1307210661-0006-R.jpg,1307210661-0006-R_gt_crop_007.jpg,train,1.0,2315,1367,2366,1444,2276,1341,2404,1469,ground_truth,0
train/images/1307210661-0006-R.jpg,1307210661-0006-R_gt_crop_008.jpg,train,1.0,811,1334,887,1398,785,1302,913,1430,ground_truth,0
train/images/1307210661-0006-R.jpg,1307210661-0006-R_gt_crop_009.jpg,train,1.0,2110,1285,2193,1347,2087,1252,2215,1380,ground_truth,0
train/images/1307210661-0006-R.jpg,1307210661-0006-R_gt_crop_010.jpg,train,1.0,439,1285,515,1372,413,1264,541,1392,ground_truth,0
train/images/1307210661-0006-R.jpg,1307210661-0006-R_gt_crop_011.jpg,train,1.0,2360,1272,2421,1331,2326,1237,2454,1365,ground_truth,0
train/images/1307210661-0006-R.jpg,1307210661-0006-R_gt_crop_012.jpg,train,1.0,2471,1175,2532,1234,2437,1140,2565,1268,ground_truth,0
train/images/1307210661-0006-R.jpg,1307210661-0006-R_gt_crop_013.jpg,train,1.0,1740,1139,1806,1206,1709,1108,1837,1236,ground_truth,0
train/images/1307210661-0006-R.jpg,1307210661-0006-R_gt_crop_014.jpg,train,1.0,1376,1055,1442,1127,1345,1027,1473,1155,ground_truth,0
train/images/1307210661-0006-R.jpg,1307210661-0006-R_gt_crop_015.jpg,train,1.0,1379,979,1449,1054,1350,952,1478,1080,ground_truth,0
train/images/1307210661-0006-R.jpg,1307210661-0006-R_gt_crop_016.jpg,train,1.0,281,977,351,1049,252,949,380,1077,ground_truth,0
train/images/1307210661-0006-R.jpg,1307210661-0006-R_gt_crop_017.jpg,train,1.0,1029,938,1098,990,999,900,1127,1028,ground_truth,0
train/images/1307210661-0006-R.jpg,1307210661-0006-R_gt_crop_018.jpg,train,1.0,488,840,571,899,465,805,593,933,ground_truth,0
train/images/1307210661-0006-R.jpg,1307210661-0006-R_gt_crop_019.jpg,train,1.0,323,798,388,857,291,763,419,891,ground_truth,0
train/images/1307210661-0006-R.jpg,1307210661-0006-R_gt_crop_020.jpg,train,1.0,315,712,396,771,291,677,419,805,ground_truth,0
train/images/1307210661-0006-R.jpg,1307210661-0006-R_gt_crop_021.jpg,train,1.0,772,562,863,653,753,543,881,671,ground_truth,0
train/images/1307210661-0006-R.jpg,1307210661-0006-R_gt_crop_022.jpg,train,1.0,2236,533,2300,592,2204,498,2332,626,ground_truth,0
train/images/1307210661-0006-R.jpg,1307210661-0006-R_gt_crop_023.jpg,train,1.0,2320,415,2402,468,2297,377,2425,505,ground_truth,0
train/images/1307210661-0006-R.jpg,1307210661-0006-R_gt_crop_024.jpg,train,1.0,2096,209,2158,266,2063,173,2191,301,ground_truth,0
train/images/1307210661-0006-R.jpg,1307210661-0006-R_gt_crop_025.jpg,train,1.0,2432,137,2483,214,2393,111,2521,239,ground_truth,0
train/images/1704282807-0013-R_T.jpg,1704282807-0013-R_T_gt_crop_000.jpg,train,1.0,1121,1775,1185,1843,1089,1745,1217,1873,ground_truth,0
train/images/1704282807-0013-R_T.jpg,1704282807-0013-R_T_gt_crop_001.jpg,train,1.0,751,1693,829,1753,726,1659,854,1787,ground_truth,0
train/images/1704282807-0013-R_T.jpg,1704282807-0013-R_T_gt_crop_002.jpg,train,1.0,1551,1641,1620,1719,1521,1616,1649,1744,ground_truth,0
train/images/1704282807-0013-R_T.jpg,1704282807-0013-R_T_gt_crop_003.jpg,train,1.0,2441,1636,2509,1710,2411,1609,2539,1737,ground_truth,0
train/images/1704282807-0013-R_T.jpg,1704282807-0013-R_T_gt_crop_004.jpg,train,1.0,2410,1619,2461,1678,2371,1584,2499,1712,ground_truth,0
train/images/1704282807-0013-R_T.jpg,1704282807-0013-R_T_gt_crop_005.jpg,train,1.0,1874,1570,1963,1672,1854,1557,1982,1685,ground_truth,0
train/images/1704282807-0013-R_T.jpg,1704282807-0013-R_T_gt_crop_006.jpg,train,1.0,2220,1337,2281,1419,2186,1314,2314,1442,ground_truth,0
train/images/1704282807-0013-R_T.jpg,1704282807-0013-R_T_gt_crop_007.jpg,train,1.0,2340,1179,2406,1240,2309,1145,2437,1273,ground_truth,0
train/images/1704282807-0013-R_T.jpg,1704282807-0013-R_T_gt_crop_008.jpg,train,1.0,44,1135,109,1194,12,1100,140,1228,ground_truth,0
train/images/1704282807-0013-R_T.jpg,1704282807-0013-R_T_gt_crop_009.jpg,train,1.0,1384,1000,1435,1052,1345,962,1473,1090,ground_truth,0
train/images/1704282807-0013-R_T.jpg,1704282807-0013-R_T_gt_crop_010.jpg,train,1.0,1005,806,1068,859,972,768,1100,896,ground_truth,0
train/images/1704282807-0013-R_T.jpg,1704282807-0013-R_T_gt_crop_011.jpg,train,1.0,1313,761,1425,865,1305,749,1433,877,ground_truth,0
train/images/1704282807-0013-R_T.jpg,1704282807-0013-R_T_gt_crop_012.jpg,train,1.0,1474,741,1517,784,1431,698,1559,826,ground_truth,0
train/images/1704282807-0013-R_T.jpg,1704282807-0013-R_T_gt_crop_013.jpg,train,1.0,2458,704,2519,763,2424,669,2552,797,ground_truth,0
train/images/1704282807-0013-R_T.jpg,1704282807-0013-R_T_gt_crop_014.jpg,train,1.0,2403,698,2440,755,2357,662,2485,790,ground_truth,0
train/images/1704282807-0013-R_T.jpg,1704282807-0013-R_T_gt_crop_015.jpg,train,1.0,2170,549,2233,596,2137,508,2265,636,ground_truth,0
train/images/1704282807-0013-R_T.jpg,1704282807-0013-R_T_gt_crop_016.jpg,train,1.0,2335,543,2410,607,2308,511,2436,639,ground_truth,0
train/images/1704282807-0013-R_T.jpg,1704282807-0013-R_T_gt_crop_017.jpg,train,1.0,1905,412,1964,474,1870,379,1998,507,ground_truth,0
train/images/1704282807-0013-R_T.jpg,1704282807-0013-R_T_gt_crop_018.jpg,train,1.0,1369,401,1423,452,1332,362,1460,490,ground_truth,0
train/images/1704282807-0013-R_T.jpg,1704282807-0013-R_T_gt_crop_019.jpg,train,1.0,1739,328,1802,380,1706,290,1834,418,ground_truth,0
train/images/1704282807-0013-R_T.jpg,1704282807-0013-R_T_gt_crop_020.jpg,train,1.0,2325,273,2386,345,2291,245,2419,373,ground_truth,0
train/images/1704282807-0013-R_T.jpg,1704282807-0013-R_T_gt_crop_021.jpg,train,1.0,1957,239,2000,286,1914,198,2042,326,ground_truth,0
train/images/1704282807-0013-R_T.jpg,1704282807-0013-R_T_gt_crop_022.jpg,train,1.0,2205,88,2272,164,2174,62,2302,190,ground_truth,0
train/images/1312132815-0010-T.jpg,1312132815-0010-T_gt_crop_000.jpg,train,1.0,1037,872,1123,1001,1016,872,1144,1000,ground_truth,0
train/images/1409191647-0005-R.jpg,1409191647-0005-R_gt_crop_000.jpg,train,1.0,1503,1148,1599,1242,1487,1131,1615,1259,ground_truth,0
