image_name,image_file,n_gt_boxes,n_pred_boxes,n_correct_matches,n_false_positives,n_false_negatives,avg_confidence,status,paper_score,recommendation,dataset
1312132815-0009-G,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo11\1312132815-0009-G.png,1,0,0,0,1,0.0,Missing detections (FN),4,Not recommended,mp_idb_stages
1401063467-0010-T,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo11\1401063467-0010-T.png,1,2,1,1,0,0.66,False positives (FP),3,Not recommended,mp_idb_stages
1401063467-0010-T,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo11\1401063467-0010-T.png,1,2,1,1,0,0.66,False positives (FP),3,Not recommended,mp_idb_stages
1704282807-0010-R,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo11\1704282807-0010-R.png,14,18,14,4,0,0.737,False positives (FP),3,Not recommended,mp_idb_stages
1704282807-0010-R,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo11\1704282807-0010-R.png,14,18,14,4,0,0.737,False positives (FP),3,Not recommended,mp_idb_stages
1704282807-0012-R_T,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo11\1704282807-0012-R_T.png,27,28,27,1,0,0.82,False positives (FP),3,Not recommended,mp_idb_stages
1704282807-0012-R_T,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo11\1704282807-0012-R_T.png,27,28,27,1,0,0.82,False positives (FP),3,Not recommended,mp_idb_stages
1704282807-0002-R,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo11\1704282807-0002-R.png,19,22,19,3,0,0.809,False positives (FP),3,Not recommended,mp_idb_stages
1704282807-0002-R,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo11\1704282807-0002-R.png,19,22,19,3,0,0.809,False positives (FP),3,Not recommended,mp_idb_stages
1703121298-0007-R,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo11\1703121298-0007-R.png,1,2,1,1,0,0.8,False positives (FP),3,Not recommended,mp_idb_stages
1703121298-0007-R,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo11\1703121298-0007-R.png,1,2,1,1,0,0.8,False positives (FP),3,Not recommended,mp_idb_stages
1603223711-0005-G,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo11\1603223711-0005-G.png,1,4,1,3,0,0.629,False positives (FP),3,Not recommended,mp_idb_stages
1603223711-0005-G,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo11\1603223711-0005-G.png,1,4,1,3,0,0.629,False positives (FP),3,Not recommended,mp_idb_stages
1704282807-0006-R,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo11\1704282807-0006-R.png,16,18,16,2,0,0.804,False positives (FP),3,Not recommended,mp_idb_stages
1704282807-0006-R,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo11\1704282807-0006-R.png,16,18,16,2,0,0.804,False positives (FP),3,Not recommended,mp_idb_stages
1709041080-0013-R,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo11\1709041080-0013-R.png,1,3,1,2,0,0.639,False positives (FP),3,Not recommended,mp_idb_stages
1709041080-0013-R,results\optA_20251207_233941\experiments\experiment_mp_idb_stages\visualizations\pred_detection_yolo11\1709041080-0013-R.png,1,3,1,2,0,0.639,False positives (FP),3,Not recommended,mp_idb_stages
Trip 017 Day 1 19-10-05 Image 15 add_13,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_detection_yolo11\Trip 017 Day 1 19-10-05 Image 15 add_13.png,5,5,5,0,0,0.811,Perfect,10,Best for paper,md_2019_stages
Trip 804 Day 1 02-12-05 Image 3_9,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_detection_yolo11\Trip 804 Day 1 02-12-05 Image 3_9.png,3,3,3,0,0,0.863,Perfect,10,Best for paper,md_2019_stages
Trip 804 Day 1 02-12-05 Image 3_9,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_detection_yolo11\Trip 804 Day 1 02-12-05 Image 3_9.png,3,3,3,0,0,0.863,Perfect,10,Best for paper,md_2019_stages
Trip 017 Day 1 19-10-05 Image 15 add_13,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_detection_yolo11\Trip 017 Day 1 19-10-05 Image 15 add_13.png,5,5,5,0,0,0.811,Perfect,10,Best for paper,md_2019_stages
Trip 017 Day 1 19-10-05 Image 15 add_14,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_detection_yolo11\Trip 017 Day 1 19-10-05 Image 15 add_14.png,7,7,7,0,0,0.816,Perfect,10,Best for paper,md_2019_stages
Trip 017 Day 1 19-10-05 Image 15 add_14,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_detection_yolo11\Trip 017 Day 1 19-10-05 Image 15 add_14.png,7,7,7,0,0,0.816,Perfect,10,Best for paper,md_2019_stages
Trip 017 Day 1 19-10-05 Image 15 add_11,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_detection_yolo11\Trip 017 Day 1 19-10-05 Image 15 add_11.png,1,1,1,0,0,0.864,Perfect,10,Best for paper,md_2019_stages
Trip 017 Day 1 19-10-05 Image 15 add_11,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_detection_yolo11\Trip 017 Day 1 19-10-05 Image 15 add_11.png,1,1,1,0,0,0.864,Perfect,10,Best for paper,md_2019_stages
Trip 067 Day 2 01-12-05 Image 1_2,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_detection_yolo11\Trip 067 Day 2 01-12-05 Image 1_2.png,3,3,3,0,0,0.895,Perfect,10,Best for paper,md_2019_stages
Trip 067 Day 2 01-12-05 Image 1_2,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_detection_yolo11\Trip 067 Day 2 01-12-05 Image 1_2.png,3,3,3,0,0,0.895,Perfect,10,Best for paper,md_2019_stages
Trip 067 Day 2 01-12-05 Image 1_6,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_detection_yolo11\Trip 067 Day 2 01-12-05 Image 1_6.png,6,6,6,0,0,0.816,Perfect,10,Best for paper,md_2019_stages
Trip 067 Day 2 01-12-05 Image 1_6,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_detection_yolo11\Trip 067 Day 2 01-12-05 Image 1_6.png,6,6,6,0,0,0.816,Perfect,10,Best for paper,md_2019_stages
Trip 029 Day 1 22-11-05 Image 9 add_2,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_detection_yolo11\Trip 029 Day 1 22-11-05 Image 9 add_2.png,3,3,3,0,0,0.876,Perfect,10,Best for paper,md_2019_stages
Trip 029 Day 1 22-11-05 Image 9 add_2,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_detection_yolo11\Trip 029 Day 1 22-11-05 Image 9 add_2.png,3,3,3,0,0,0.876,Perfect,10,Best for paper,md_2019_stages
Trip 029 Day 1 22-11-05 Image 9 add_3,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_detection_yolo11\Trip 029 Day 1 22-11-05 Image 9 add_3.png,4,4,4,0,0,0.817,Perfect,10,Best for paper,md_2019_stages
Trip 029 Day 1 22-11-05 Image 9 add_3,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_detection_yolo11\Trip 029 Day 1 22-11-05 Image 9 add_3.png,4,4,4,0,0,0.817,Perfect,10,Best for paper,md_2019_stages
Trip 029 Day 1 22-11-05 Image 9 add_7,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_detection_yolo11\Trip 029 Day 1 22-11-05 Image 9 add_7.png,4,4,4,0,0,0.839,Perfect,10,Best for paper,md_2019_stages
Trip 029 Day 1 22-11-05 Image 9 add_7,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_detection_yolo11\Trip 029 Day 1 22-11-05 Image 9 add_7.png,4,4,4,0,0,0.839,Perfect,10,Best for paper,md_2019_stages
Trip 067 Day 2 01-12-05 Image 1_1,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_detection_yolo11\Trip 067 Day 2 01-12-05 Image 1_1.png,6,6,6,0,0,0.886,Perfect,10,Best for paper,md_2019_stages
Trip 067 Day 2 01-12-05 Image 1_1,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_detection_yolo11\Trip 067 Day 2 01-12-05 Image 1_1.png,6,6,6,0,0,0.886,Perfect,10,Best for paper,md_2019_stages
Trip 067 Day 2 01-12-05 Image 1_10,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_detection_yolo11\Trip 067 Day 2 01-12-05 Image 1_10.png,3,3,3,0,0,0.898,Perfect,10,Best for paper,md_2019_stages
Trip 067 Day 2 01-12-05 Image 1_10,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_detection_yolo11\Trip 067 Day 2 01-12-05 Image 1_10.png,3,3,3,0,0,0.898,Perfect,10,Best for paper,md_2019_stages
Trip 065 Day 2 01-12-05 Image 7_14,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_detection_yolo11\Trip 065 Day 2 01-12-05 Image 7_14.png,5,5,5,0,0,0.82,Perfect,10,Best for paper,md_2019_stages
Trip 065 Day 2 01-12-05 Image 7_14,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_detection_yolo11\Trip 065 Day 2 01-12-05 Image 7_14.png,5,5,5,0,0,0.82,Perfect,10,Best for paper,md_2019_stages
Trip 065 Day 2 01-12-05 Image 7_16,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_detection_yolo11\Trip 065 Day 2 01-12-05 Image 7_16.png,2,2,2,0,0,0.842,Perfect,10,Best for paper,md_2019_stages
Trip 065 Day 2 01-12-05 Image 7_16,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_detection_yolo11\Trip 065 Day 2 01-12-05 Image 7_16.png,2,2,2,0,0,0.842,Perfect,10,Best for paper,md_2019_stages
Trip 065 Day 2 01-12-05 Image 7_5,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_detection_yolo11\Trip 065 Day 2 01-12-05 Image 7_5.png,1,1,1,0,0,0.903,Perfect,10,Best for paper,md_2019_stages
Trip 065 Day 2 01-12-05 Image 7_5,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_detection_yolo11\Trip 065 Day 2 01-12-05 Image 7_5.png,1,1,1,0,0,0.903,Perfect,10,Best for paper,md_2019_stages
Trip 802 Day 2 01-12-05 Image 5_7,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_detection_yolo11\Trip 802 Day 2 01-12-05 Image 5_7.png,1,1,1,0,0,0.856,Perfect,10,Best for paper,md_2019_stages
Trip 802 Day 2 01-12-05 Image 5_7,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_detection_yolo11\Trip 802 Day 2 01-12-05 Image 5_7.png,1,1,1,0,0,0.856,Perfect,10,Best for paper,md_2019_stages
Trip 038 Day 1 01-12-05 Image 26 add_1,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_detection_yolo11\Trip 038 Day 1 01-12-05 Image 26 add_1.png,2,2,2,0,0,0.893,Perfect,10,Best for paper,md_2019_stages
Trip 038 Day 1 01-12-05 Image 26 add_1,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_detection_yolo11\Trip 038 Day 1 01-12-05 Image 26 add_1.png,2,2,2,0,0,0.893,Perfect,10,Best for paper,md_2019_stages
Trip 038 Day 1 01-12-05 Image 26 add_15,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_detection_yolo11\Trip 038 Day 1 01-12-05 Image 26 add_15.png,1,1,1,0,0,0.887,Perfect,10,Best for paper,md_2019_stages
Trip 038 Day 1 01-12-05 Image 26 add_15,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_detection_yolo11\Trip 038 Day 1 01-12-05 Image 26 add_15.png,1,1,1,0,0,0.887,Perfect,10,Best for paper,md_2019_stages
Trip 038 Day 1 01-12-05 Image 26 add_3,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_detection_yolo11\Trip 038 Day 1 01-12-05 Image 26 add_3.png,1,1,1,0,0,0.873,Perfect,10,Best for paper,md_2019_stages
Trip 038 Day 1 01-12-05 Image 26 add_3,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_detection_yolo11\Trip 038 Day 1 01-12-05 Image 26 add_3.png,1,1,1,0,0,0.873,Perfect,10,Best for paper,md_2019_stages
Trip 029 Day 1 22-11-05 Image 9 add_15,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_detection_yolo11\Trip 029 Day 1 22-11-05 Image 9 add_15.png,2,2,2,0,0,0.809,Perfect,10,Best for paper,md_2019_stages
Trip 029 Day 1 22-11-05 Image 9 add_15,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_detection_yolo11\Trip 029 Day 1 22-11-05 Image 9 add_15.png,2,2,2,0,0,0.809,Perfect,10,Best for paper,md_2019_stages
Trip 064 Day 2 25-11-05 Image 7_9,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_detection_yolo11\Trip 064 Day 2 25-11-05 Image 7_9.png,5,5,5,0,0,0.822,Perfect,10,Best for paper,md_2019_stages
Trip 064 Day 2 25-11-05 Image 7_9,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_detection_yolo11\Trip 064 Day 2 25-11-05 Image 7_9.png,5,5,5,0,0,0.822,Perfect,10,Best for paper,md_2019_stages
Trip 065 Day 2 01-12-05 Image 7_1,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_detection_yolo11\Trip 065 Day 2 01-12-05 Image 7_1.png,7,7,7,0,0,0.899,Perfect,10,Best for paper,md_2019_stages
Trip 065 Day 2 01-12-05 Image 7_1,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_detection_yolo11\Trip 065 Day 2 01-12-05 Image 7_1.png,7,7,7,0,0,0.899,Perfect,10,Best for paper,md_2019_stages
Trip 802 Day 2 01-12-05 Image 5_15,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_detection_yolo11\Trip 802 Day 2 01-12-05 Image 5_15.png,2,2,2,0,0,0.888,Perfect,10,Best for paper,md_2019_stages
Trip 802 Day 2 01-12-05 Image 5_15,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_detection_yolo11\Trip 802 Day 2 01-12-05 Image 5_15.png,2,2,2,0,0,0.888,Perfect,10,Best for paper,md_2019_stages
Trip 802 Day 2 01-12-05 Image 5_3,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_detection_yolo11\Trip 802 Day 2 01-12-05 Image 5_3.png,1,1,1,0,0,0.913,Perfect,10,Best for paper,md_2019_stages
Trip 802 Day 2 01-12-05 Image 5_3,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_detection_yolo11\Trip 802 Day 2 01-12-05 Image 5_3.png,1,1,1,0,0,0.913,Perfect,10,Best for paper,md_2019_stages
Trip 802 Day 2 01-12-05 Image 5_4,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_detection_yolo11\Trip 802 Day 2 01-12-05 Image 5_4.png,3,3,3,0,0,0.893,Perfect,10,Best for paper,md_2019_stages
Trip 802 Day 2 01-12-05 Image 5_4,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_detection_yolo11\Trip 802 Day 2 01-12-05 Image 5_4.png,3,3,3,0,0,0.893,Perfect,10,Best for paper,md_2019_stages
Trip 802 Day 2 01-12-05 Image 5_6,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_detection_yolo11\Trip 802 Day 2 01-12-05 Image 5_6.png,3,3,3,0,0,0.908,Perfect,10,Best for paper,md_2019_stages
Trip 802 Day 2 01-12-05 Image 5_6,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_detection_yolo11\Trip 802 Day 2 01-12-05 Image 5_6.png,3,3,3,0,0,0.908,Perfect,10,Best for paper,md_2019_stages
Trip 064 Day 2 25-11-05 Image 7_4,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_detection_yolo11\Trip 064 Day 2 25-11-05 Image 7_4.png,3,3,3,0,0,0.849,Perfect,10,Best for paper,md_2019_stages
Trip 064 Day 2 25-11-05 Image 7_4,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_detection_yolo11\Trip 064 Day 2 25-11-05 Image 7_4.png,3,3,3,0,0,0.849,Perfect,10,Best for paper,md_2019_stages
Trip 064 Day 2 25-11-05 Image 7_10,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_detection_yolo11\Trip 064 Day 2 25-11-05 Image 7_10.png,5,5,5,0,0,0.889,Perfect,10,Best for paper,md_2019_stages
Trip 064 Day 2 25-11-05 Image 7_10,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_detection_yolo11\Trip 064 Day 2 25-11-05 Image 7_10.png,5,5,5,0,0,0.889,Perfect,10,Best for paper,md_2019_stages
Trip 064 Day 2 25-11-05 Image 5_15,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_detection_yolo11\Trip 064 Day 2 25-11-05 Image 5_15.png,3,3,3,0,0,0.88,Perfect,10,Best for paper,md_2019_stages
Trip 064 Day 2 25-11-05 Image 5_15,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_detection_yolo11\Trip 064 Day 2 25-11-05 Image 5_15.png,3,3,3,0,0,0.88,Perfect,10,Best for paper,md_2019_stages
Trip 064 Day 2 25-11-05 Image 5_16,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_detection_yolo11\Trip 064 Day 2 25-11-05 Image 5_16.png,6,6,6,0,0,0.879,Perfect,10,Best for paper,md_2019_stages
Trip 064 Day 2 25-11-05 Image 5_16,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_detection_yolo11\Trip 064 Day 2 25-11-05 Image 5_16.png,6,6,6,0,0,0.879,Perfect,10,Best for paper,md_2019_stages
Trip 064 Day 2 25-11-05 Image 5_2,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_detection_yolo11\Trip 064 Day 2 25-11-05 Image 5_2.png,2,2,2,0,0,0.9,Perfect,10,Best for paper,md_2019_stages
Trip 064 Day 2 25-11-05 Image 5_2,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_detection_yolo11\Trip 064 Day 2 25-11-05 Image 5_2.png,2,2,2,0,0,0.9,Perfect,10,Best for paper,md_2019_stages
Trip 064 Day 2 25-11-05 Image 5_4,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_detection_yolo11\Trip 064 Day 2 25-11-05 Image 5_4.png,6,6,6,0,0,0.85,Perfect,10,Best for paper,md_2019_stages
Trip 064 Day 2 25-11-05 Image 5_4,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_detection_yolo11\Trip 064 Day 2 25-11-05 Image 5_4.png,6,6,6,0,0,0.85,Perfect,10,Best for paper,md_2019_stages
Trip 802 Day 2 01-12-05 Image 5_14,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_detection_yolo11\Trip 802 Day 2 01-12-05 Image 5_14.png,2,2,2,0,0,0.916,Perfect,10,Best for paper,md_2019_stages
Trip 802 Day 2 01-12-05 Image 5_14,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_detection_yolo11\Trip 802 Day 2 01-12-05 Image 5_14.png,2,2,2,0,0,0.916,Perfect,10,Best for paper,md_2019_stages
Trip 043 Day 2 24-10-05 Image 1_8,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_detection_yolo11\Trip 043 Day 2 24-10-05 Image 1_8.png,3,3,3,0,0,0.803,Perfect,10,Best for paper,md_2019_stages
Trip 043 Day 2 24-10-05 Image 1_8,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_detection_yolo11\Trip 043 Day 2 24-10-05 Image 1_8.png,3,3,3,0,0,0.803,Perfect,10,Best for paper,md_2019_stages
Trip 053 Day 2 19-11-05 Image 2_1,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_detection_yolo11\Trip 053 Day 2 19-11-05 Image 2_1.png,3,3,3,0,0,0.886,Perfect,10,Best for paper,md_2019_stages
Trip 053 Day 2 19-11-05 Image 2_1,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_detection_yolo11\Trip 053 Day 2 19-11-05 Image 2_1.png,3,3,3,0,0,0.886,Perfect,10,Best for paper,md_2019_stages
Trip 043 Day 2 24-10-05 Image 1_1,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_detection_yolo11\Trip 043 Day 2 24-10-05 Image 1_1.png,3,3,3,0,0,0.883,Perfect,10,Best for paper,md_2019_stages
Trip 043 Day 2 24-10-05 Image 1_1,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_detection_yolo11\Trip 043 Day 2 24-10-05 Image 1_1.png,3,3,3,0,0,0.883,Perfect,10,Best for paper,md_2019_stages
Trip 064 Day 2 25-11-05 Image 5_5,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_detection_yolo11\Trip 064 Day 2 25-11-05 Image 5_5.png,8,8,8,0,0,0.867,Perfect,10,Best for paper,md_2019_stages
Trip 064 Day 2 25-11-05 Image 5_5,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_detection_yolo11\Trip 064 Day 2 25-11-05 Image 5_5.png,8,8,8,0,0,0.867,Perfect,10,Best for paper,md_2019_stages
Trip 064 Day 2 25-11-05 Image 5_6,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_detection_yolo11\Trip 064 Day 2 25-11-05 Image 5_6.png,9,9,9,0,0,0.877,Perfect,10,Best for paper,md_2019_stages
Trip 064 Day 2 25-11-05 Image 5_6,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_detection_yolo11\Trip 064 Day 2 25-11-05 Image 5_6.png,9,9,9,0,0,0.877,Perfect,10,Best for paper,md_2019_stages
Trip 053 Day 2 19-11-05 Image 2_2,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_detection_yolo11\Trip 053 Day 2 19-11-05 Image 2_2.png,3,3,3,0,0,0.86,Perfect,10,Best for paper,md_2019_stages
Trip 053 Day 2 19-11-05 Image 2_2,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_detection_yolo11\Trip 053 Day 2 19-11-05 Image 2_2.png,3,3,3,0,0,0.86,Perfect,10,Best for paper,md_2019_stages
Trip 802 Day 2 01-12-05 Image 5_1,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_detection_yolo11\Trip 802 Day 2 01-12-05 Image 5_1.png,5,5,5,0,0,0.884,Perfect,10,Best for paper,md_2019_stages
Trip 802 Day 2 01-12-05 Image 5_1,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_detection_yolo11\Trip 802 Day 2 01-12-05 Image 5_1.png,5,5,5,0,0,0.884,Perfect,10,Best for paper,md_2019_stages
Trip 802 Day 2 01-12-05 Image 5_11,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_detection_yolo11\Trip 802 Day 2 01-12-05 Image 5_11.png,3,3,3,0,0,0.887,Perfect,10,Best for paper,md_2019_stages
Trip 802 Day 2 01-12-05 Image 5_11,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_detection_yolo11\Trip 802 Day 2 01-12-05 Image 5_11.png,3,3,3,0,0,0.887,Perfect,10,Best for paper,md_2019_stages
Trip 802 Day 2 01-12-05 Image 5_13,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_detection_yolo11\Trip 802 Day 2 01-12-05 Image 5_13.png,2,2,2,0,0,0.892,Perfect,10,Best for paper,md_2019_stages
Trip 802 Day 2 01-12-05 Image 5_13,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_detection_yolo11\Trip 802 Day 2 01-12-05 Image 5_13.png,2,2,2,0,0,0.892,Perfect,10,Best for paper,md_2019_stages
Trip 064 Day 2 25-11-05 Image 5_1,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_detection_yolo11\Trip 064 Day 2 25-11-05 Image 5_1.png,5,5,5,0,0,0.911,Perfect,10,Best for paper,md_2019_stages
Trip 064 Day 2 25-11-05 Image 5_1,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_detection_yolo11\Trip 064 Day 2 25-11-05 Image 5_1.png,5,5,5,0,0,0.911,Perfect,10,Best for paper,md_2019_stages
Trip 064 Day 2 25-11-05 Image 5_10,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_detection_yolo11\Trip 064 Day 2 25-11-05 Image 5_10.png,3,3,3,0,0,0.909,Perfect,10,Best for paper,md_2019_stages
Trip 064 Day 2 25-11-05 Image 5_10,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_detection_yolo11\Trip 064 Day 2 25-11-05 Image 5_10.png,3,3,3,0,0,0.909,Perfect,10,Best for paper,md_2019_stages
Trip 064 Day 2 25-11-05 Image 5_11,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_detection_yolo11\Trip 064 Day 2 25-11-05 Image 5_11.png,8,8,8,0,0,0.827,Perfect,10,Best for paper,md_2019_stages
Trip 064 Day 2 25-11-05 Image 5_11,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_detection_yolo11\Trip 064 Day 2 25-11-05 Image 5_11.png,8,8,8,0,0,0.827,Perfect,10,Best for paper,md_2019_stages
Trip 053 Day 2 19-11-05 Image 3_13,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_detection_yolo11\Trip 053 Day 2 19-11-05 Image 3_13.png,2,2,2,0,0,0.906,Perfect,10,Best for paper,md_2019_stages
Trip 053 Day 2 19-11-05 Image 3_13,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_detection_yolo11\Trip 053 Day 2 19-11-05 Image 3_13.png,2,2,2,0,0,0.906,Perfect,10,Best for paper,md_2019_stages
Trip 053 Day 2 19-11-05 Image 2_3,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_detection_yolo11\Trip 053 Day 2 19-11-05 Image 2_3.png,1,1,1,0,0,0.839,Perfect,10,Best for paper,md_2019_stages
Trip 053 Day 2 19-11-05 Image 2_3,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_detection_yolo11\Trip 053 Day 2 19-11-05 Image 2_3.png,1,1,1,0,0,0.839,Perfect,10,Best for paper,md_2019_stages
Trip 053 Day 2 19-11-05 Image 2_6,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_detection_yolo11\Trip 053 Day 2 19-11-05 Image 2_6.png,2,2,2,0,0,0.907,Perfect,10,Best for paper,md_2019_stages
